,Unnamed: 0,al.mode,al.op,al.op.rate,al.op.tsp,al.pv,al.pv.rate,al.pv.tsp,as.mode,as.op,as.op.rate,as.op.tsp,as.pv,as.pv.rate,as.pv.tsp,ascracker.mode,ascracker.op,ascracker.op.rate,ascracker.op.tsp,ascracker.pv,ascracker.pv.rate,ascracker.pv.tsp,ascracker.valve.op,ga.mode,ga.op,ga.op.rate,ga.op.tsp,ga.pv,ga.pv.rate,ga.pv.tsp,in.mode,in.op,in.op.rate,in.op.tsp,in.pv,in.pv.rate,in.pv.tsp,manip.mode,manip.op,manip.op.rate,manip.pv,manip.pv.rate,manip.pv.tsp,manip.rs.rpm,mbe.p,pyrometer.t,sb.mode,sb.op,sb.op.rate,sb.op.tsp,sb.pv,sb.pv.rate,sb.pv.tsp,sbcond.mode,sbcond.op,sbcond.op.rate,sbcond.op.tsp,sbcond.pv,sbcond.pv.rate,sbcond.pv.tsp,sbcracker.mode,sbcracker.op,sbcracker.op.rate,sbcracker.op.tsp,sbcracker.pv,sbcracker.pv.rate,sbcracker.pv.tsp,shutter.al,shutter.as,shutter.ga,shutter.in,shutter.pyrometer,shutter.sb,shutter.suko,shutter.susi,suko.mode,suko.op,suko.op.rate,suko.op.tsp,suko.pv,suko.pv.rate,suko.pv.tsp,susi.mode,susi.op,susi.op.rate,susi.op.tsp,susi.pv,susi.pv.rate,susi.pv.tsp,this.recipesrunning,time,TimeInMin,time_in_min
234,234,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,586.6666667,40,827.62018,pid,0,0,0,551.6666667,40,788.5271378,pid,0,0,245.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,11.83333333,2,40,0,0,0,1,235,3.916666667,3.916666667
235,235,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,587.3333333,40,827.62018,pid,0,0,0,552.3333333,40,788.5271378,pid,0,0,246.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,11.86666667,2,40,0,0,0,1,236,3.933333333,3.933333333
236,236,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,588,40,827.62018,pid,0,0,0,553,40,788.5271378,pid,0,0,247.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,11.9,2,40,0,0,0,1,237,3.95,3.95
237,237,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,588.6666667,40,827.62018,pid,0,0,0,553.6666667,40,788.5271378,pid,0,0,248.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,11.93333333,2,40,0,0,0,1,238,3.966666667,3.966666667
238,238,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,589.3333333,40,827.62018,pid,0,0,0,554.3333333,40,788.5271378,pid,0,0,249.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,11.96666667,2,40,0,0,0,1,239,3.983333333,3.983333333
239,239,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,590,40,827.62018,pid,0,0,0,555,40,788.5271378,pid,0,0,250,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12,2,40,0,0,0,1,240,4,4
240,240,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,590.6666667,40,827.62018,pid,0,0,0,555.6666667,40,788.5271378,pid,0,0,250.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.03333333,2,40,0,0,0,1,241,4.016666667,4.016666667
241,241,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,591.3333333,40,827.62018,pid,0,0,0,556.3333333,40,788.5271378,pid,0,0,251.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.06666667,2,40,0,0,0,1,242,4.033333333,4.033333333
242,242,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,592,40,827.62018,pid,0,0,0,557,40,788.5271378,pid,0,0,252.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.1,2,40,0,0,0,1,243,4.05,4.05
243,243,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,592.6666667,40,827.62018,pid,0,0,0,557.6666667,40,788.5271378,pid,0,0,253.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.13333333,2,40,0,0,0,1,244,4.066666667,4.066666667
244,244,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,593.3333333,40,827.62018,pid,0,0,0,558.3333333,40,788.5271378,pid,0,0,254.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.16666667,2,40,0,0,0,1,245,4.083333333,4.083333333
245,245,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,594,40,827.62018,pid,0,0,0,559,40,788.5271378,pid,0,0,255,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.2,2,40,0,0,0,1,246,4.1,4.1
246,246,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,594.6666667,40,827.62018,pid,0,0,0,559.6666667,40,788.5271378,pid,0,0,255.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.23333333,2,40,0,0,0,1,247,4.116666667,4.116666667
247,247,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,595.3333333,40,827.62018,pid,0,0,0,560.3333333,40,788.5271378,pid,0,0,256.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.26666667,2,40,0,0,0,1,248,4.133333333,4.133333333
248,248,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,596,40,827.62018,pid,0,0,0,561,40,788.5271378,pid,0,0,257.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.3,2,40,0,0,0,1,249,4.15,4.15
249,249,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,596.6666667,40,827.62018,pid,0,0,0,561.6666667,40,788.5271378,pid,0,0,258.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.33333333,2,40,0,0,0,1,250,4.166666667,4.166666667
250,250,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,597.3333333,40,827.62018,pid,0,0,0,562.3333333,40,788.5271378,pid,0,0,259.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.36666667,2,40,0,0,0,1,251,4.183333333,4.183333333
251,251,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,598,40,827.62018,pid,0,0,0,563,40,788.5271378,pid,0,0,260,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.4,2,40,0,0,0,1,252,4.2,4.2
252,252,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,598.6666667,40,827.62018,pid,0,0,0,563.6666667,40,788.5271378,pid,0,0,260.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.43333333,2,40,0,0,0,1,253,4.216666667,4.216666667
253,253,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,599.3333333,40,827.62018,pid,0,0,0,564.3333333,40,788.5271378,pid,0,0,261.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.46666667,2,40,0,0,0,1,254,4.233333333,4.233333333
254,254,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,600,40,827.62018,pid,0,0,0,565,40,788.5271378,pid,0,0,262.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.5,2,40,0,0,0,1,255,4.25,4.25
255,255,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,600.6666667,40,827.62018,pid,0,0,0,565.6666667,40,788.5271378,pid,0,0,263.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.53333333,2,40,0,0,0,1,256,4.266666667,4.266666667
256,256,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,601.3333333,40,827.62018,pid,0,0,0,566.3333333,40,788.5271378,pid,0,0,264.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.56666667,2,40,0,0,0,1,257,4.283333333,4.283333333
257,257,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,602,40,827.62018,pid,0,0,0,567,40,788.5271378,pid,0,0,265,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.6,2,40,0,0,0,1,258,4.3,4.3
258,258,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,602.6666667,40,827.62018,pid,0,0,0,567.6666667,40,788.5271378,pid,0,0,265.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.63333333,2,40,0,0,0,1,259,4.316666667,4.316666667
259,259,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,603.3333333,40,827.62018,pid,0,0,0,568.3333333,40,788.5271378,pid,0,0,266.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.66666667,2,40,0,0,0,1,260,4.333333333,4.333333333
260,260,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,604,40,827.62018,pid,0,0,0,569,40,788.5271378,pid,0,0,267.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.7,2,40,0,0,0,1,261,4.35,4.35
261,261,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,604.6666667,40,827.62018,pid,0,0,0,569.6666667,40,788.5271378,pid,0,0,268.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.73333333,2,40,0,0,0,1,262,4.366666667,4.366666667
262,262,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,605.3333333,40,827.62018,pid,0,0,0,570.3333333,40,788.5271378,pid,0,0,269.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.76666667,2,40,0,0,0,1,263,4.383333333,4.383333333
263,263,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,606,40,827.62018,pid,0,0,0,571,40,788.5271378,pid,0,0,270,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.8,2,40,0,0,0,1,264,4.4,4.4
264,264,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,606.6666667,40,827.62018,pid,0,0,0,571.6666667,40,788.5271378,pid,0,0,270.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.83333333,2,40,0,0,0,1,265,4.416666667,4.416666667
265,265,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,607.3333333,40,827.62018,pid,0,0,0,572.3333333,40,788.5271378,pid,0,0,271.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.86666667,2,40,0,0,0,1,266,4.433333333,4.433333333
266,266,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,608,40,827.62018,pid,0,0,0,573,40,788.5271378,pid,0,0,272.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.9,2,40,0,0,0,1,267,4.45,4.45
267,267,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,608.6666667,40,827.62018,pid,0,0,0,573.6666667,40,788.5271378,pid,0,0,273.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.93333333,2,40,0,0,0,1,268,4.466666667,4.466666667
268,268,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,609.3333333,40,827.62018,pid,0,0,0,574.3333333,40,788.5271378,pid,0,0,274.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,12.96666667,2,40,0,0,0,1,269,4.483333333,4.483333333
269,269,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,610,40,827.62018,pid,0,0,0,575,40,788.5271378,pid,0,0,275,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13,2,40,0,0,0,1,270,4.5,4.5
270,270,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,610.6666667,40,827.62018,pid,0,0,0,575.6666667,40,788.5271378,pid,0,0,275.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.03333333,2,40,0,0,0,1,271,4.516666667,4.516666667
271,271,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,611.3333333,40,827.62018,pid,0,0,0,576.3333333,40,788.5271378,pid,0,0,276.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.06666667,2,40,0,0,0,1,272,4.533333333,4.533333333
272,272,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,612,40,827.62018,pid,0,0,0,577,40,788.5271378,pid,0,0,277.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.1,2,40,0,0,0,1,273,4.55,4.55
273,273,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,612.6666667,40,827.62018,pid,0,0,0,577.6666667,40,788.5271378,pid,0,0,278.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.13333333,2,40,0,0,0,1,274,4.566666667,4.566666667
274,274,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,613.3333333,40,827.62018,pid,0,0,0,578.3333333,40,788.5271378,pid,0,0,279.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.16666667,2,40,0,0,0,1,275,4.583333333,4.583333333
275,275,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,614,40,827.62018,pid,0,0,0,579,40,788.5271378,pid,0,0,280,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.2,2,40,0,0,0,1,276,4.6,4.6
276,276,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,614.6666667,40,827.62018,pid,0,0,0,579.6666667,40,788.5271378,pid,0,0,280.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.23333333,2,40,0,0,0,1,277,4.616666667,4.616666667
277,277,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,615.3333333,40,827.62018,pid,0,0,0,580.3333333,40,788.5271378,pid,0,0,281.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.26666667,2,40,0,0,0,1,278,4.633333333,4.633333333
278,278,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,616,40,827.62018,pid,0,0,0,581,40,788.5271378,pid,0,0,282.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.3,2,40,0,0,0,1,279,4.65,4.65
279,279,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,616.6666667,40,827.62018,pid,0,0,0,581.6666667,40,788.5271378,pid,0,0,283.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.33333333,2,40,0,0,0,1,280,4.666666667,4.666666667
280,280,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,617.3333333,40,827.62018,pid,0,0,0,582.3333333,40,788.5271378,pid,0,0,284.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.36666667,2,40,0,0,0,1,281,4.683333333,4.683333333
281,281,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,618,40,827.62018,pid,0,0,0,583,40,788.5271378,pid,0,0,285,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.4,2,40,0,0,0,1,282,4.7,4.7
282,282,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,618.6666667,40,827.62018,pid,0,0,0,583.6666667,40,788.5271378,pid,0,0,285.8333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.43333333,2,40,0,0,0,1,283,4.716666667,4.716666667
283,283,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,619.3333333,40,827.62018,pid,0,0,0,584.3333333,40,788.5271378,pid,0,0,286.6666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.46666667,2,40,0,0,0,1,284,4.733333333,4.733333333
284,284,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,620,40,827.62018,pid,0,0,0,585,40,788.5271378,pid,0,0,287.5,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.5,2,40,0,0,0,1,285,4.75,4.75
285,285,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,620.6666667,40,827.62018,pid,0,0,0,585.6666667,40,788.5271378,pid,0,0,288.3333333,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.53333333,2,40,0,0,0,1,286,4.766666667,4.766666667
286,286,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,621.3333333,40,827.62018,pid,0,0,0,586.3333333,40,788.5271378,pid,0,0,289.1666667,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.56666667,2,40,0,0,0,1,287,4.783333333,4.783333333
287,287,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,622,40,827.62018,pid,0,0,0,587,40,788.5271378,pid,0,0,290,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,closed,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,13.6,2,40,0,0,0,1,288,4.8,4.8
