,Unnamed: 0,al.mode,al.op,al.op.rate,al.op.tsp,al.pv,al.pv.rate,al.pv.tsp,as.mode,as.op,as.op.rate,as.op.tsp,as.pv,as.pv.rate,as.pv.tsp,ascracker.mode,ascracker.op,ascracker.op.rate,ascracker.op.tsp,ascracker.pv,ascracker.pv.rate,ascracker.pv.tsp,ascracker.valve.op,ga.mode,ga.op,ga.op.rate,ga.op.tsp,ga.pv,ga.pv.rate,ga.pv.tsp,in.mode,in.op,in.op.rate,in.op.tsp,in.pv,in.pv.rate,in.pv.tsp,manip.mode,manip.op,manip.op.rate,manip.pv,manip.pv.rate,manip.pv.tsp,manip.rs.rpm,mbe.p,pyrometer.t,sb.mode,sb.op,sb.op.rate,sb.op.tsp,sb.pv,sb.pv.rate,sb.pv.tsp,sbcond.mode,sbcond.op,sbcond.op.rate,sbcond.op.tsp,sbcond.pv,sbcond.pv.rate,sbcond.pv.tsp,sbcracker.mode,sbcracker.op,sbcracker.op.rate,sbcracker.op.tsp,sbcracker.pv,sbcracker.pv.rate,sbcracker.pv.tsp,shutter.al,shutter.as,shutter.ga,shutter.in,shutter.pyrometer,shutter.sb,shutter.suko,shutter.susi,suko.mode,suko.op,suko.op.rate,suko.op.tsp,suko.pv,suko.pv.rate,suko.pv.tsp,susi.mode,susi.op,susi.op.rate,susi.op.tsp,susi.pv,susi.pv.rate,susi.pv.tsp,this.recipesrunning,time,TimeInMin,time_in_min
1150,1150,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1151,19.18333333,19.18333333
1151,1151,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1152,19.2,19.2
1152,1152,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1153,19.21666667,19.21666667
1153,1153,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1154,19.23333333,19.23333333
1154,1154,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1155,19.25,19.25
1155,1155,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1156,19.26666667,19.26666667
1156,1156,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1157,19.28333333,19.28333333
1157,1157,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1158,19.3,19.3
1158,1158,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1159,19.31666667,19.31666667
1159,1159,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1160,19.33333333,19.33333333
1160,1160,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1161,19.35,19.35
1161,1161,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1162,19.36666667,19.36666667
1162,1162,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1163,19.38333333,19.38333333
1163,1163,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1164,19.4,19.4
1164,1164,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1165,19.41666667,19.41666667
1165,1165,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1166,19.43333333,19.43333333
1166,1166,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1167,19.45,19.45
1167,1167,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1168,19.46666667,19.46666667
1168,1168,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1169,19.48333333,19.48333333
1169,1169,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1170,19.5,19.5
1170,1170,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1171,19.51666667,19.51666667
1171,1171,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1172,19.53333333,19.53333333
1172,1172,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1173,19.55,19.55
1173,1173,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1174,19.56666667,19.56666667
1174,1174,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1175,19.58333333,19.58333333
1175,1175,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1176,19.6,19.6
1176,1176,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1177,19.61666667,19.61666667
1177,1177,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1178,19.63333333,19.63333333
1178,1178,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1179,19.65,19.65
1179,1179,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1180,19.66666667,19.66666667
1180,1180,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1181,19.68333333,19.68333333
1181,1181,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1182,19.7,19.7
1182,1182,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1183,19.71666667,19.71666667
1183,1183,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1184,19.73333333,19.73333333
1184,1184,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1185,19.75,19.75
1185,1185,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1186,19.76666667,19.76666667
1186,1186,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1187,19.78333333,19.78333333
1187,1187,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1188,19.8,19.8
1188,1188,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1189,19.81666667,19.81666667
1189,1189,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1190,19.83333333,19.83333333
1190,1190,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1191,19.85,19.85
1191,1191,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1192,19.86666667,19.86666667
1192,1192,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1193,19.88333333,19.88333333
1193,1193,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1194,19.9,19.9
1194,1194,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1195,19.91666667,19.91666667
1195,1195,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1196,19.93333333,19.93333333
1196,1196,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1197,19.95,19.95
1197,1197,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1198,19.96666667,19.96666667
1198,1198,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1199,19.98333333,19.98333333
1199,1199,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1200,20,20
1200,1200,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1201,20.01666667,20.01666667
1201,1201,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1202,20.03333333,20.03333333
1202,1202,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1203,20.05,20.05
1203,1203,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1204,20.06666667,20.06666667
1204,1204,pid,0,0,0,750,0,750,pid,0,0,0,374,0,374,pid,0,0,0,600,2,600,40.83927501,pid,0,0,0,827.62018,40,827.62018,pid,0,0,0,788.5271378,40,788.5271378,pid,0,0,760,50,760,7,1.00E-07,0,pid,0,0,0,250,0,250,pid,0,0,0,800,10,800,pid,0,0,0,800,10,800,closed,open,closed,closed,open,closed,closed,closed,manual,10,0.5,10,0,0,0,manual,40,2,40,0,0,0,1,1205,20.08333333,20.08333333
